x,y,z,score,type,face_idx,edge_idx,vertex_idx
-0.13851866845362937,0.015315426415381535,0.04731929446022802,2.0487675878088622e-07,edge,-1,287,-1
0.08241399284116468,-0.1391595238216023,-0.010452745060233602,2.0243639838924456e-07,edge,-1,169,-1
0.2203833761583751,-0.04535706051832736,-0.031133581649947385,0.0006196054876632514,specular,216,-1,-1
-0.06335478144511152,0.2158740223193599,-0.031133581649947385,0.0006140006641189108,specular,217,-1,-1
0.18885760577067748,0.12353679686938634,0.004135742872486386,0.000613603453980827,specular,37,-1,-1
-0.16085336294502192,0.2938226271175703,-0.027761233754524245,0.0006081737579988137,specular,171,-1,-1
0.25646814372875054,-0.0760688674441846,-0.013719187036377362,0.0005879667504495027,specular,54,-1,-1
0.1209211477798063,-0.2072329446007505,-0.021803315941968257,0.0005818882059082897,specular,46,-1,-1
0.0061081133757296706,-0.14214484783594178,0.054509016115666276,0.0005722633708627794,specular,18,-1,-1
0.13317253518650443,-0.05265402243848997,-0.031133580800586824,0.0005708849795992668,specular,214,-1,-1
0.2809554092182605,-0.08344882208371002,-0.031133578252505133,0.0005701775114031562,specular,210,-1,-1
-0.06343558791038433,0.12835847154667826,-0.031133580800586824,0.00056730253418488,specular,215,-1,-1
-0.12211039578638389,-0.23345598032466552,0.050453623496911265,1.8454748211128776e-07,edge,-1,46,-1
-0.10631147901871803,0.27309871860433016,-0.031133578252505133,0.0005631469029730979,specular,211,-1,-1
-0.309120338523446,-0.35895915511214327,0.05473274703101007,1.8248598753599794e-07,edge,-1,17,-1
-0.14546100620075658,0.07063966527484222,-0.010452745060233602,1.8112713474432124e-07,edge,-1,393,-1
0.1385876198681603,0.08270540327173309,0.02060149771457544,0.000542432163513407,specular,35,-1,-1
0.2929157649266593,-0.020596970223553304,-0.01871067861789597,0.0005279791867330717,specular,65,-1,-1
0.10091687868976856,-0.03604206121711328,-0.03113357995122626,0.0005001783380600624,specular,220,-1,-1
-0.04422044612995498,0.09758246910008496,-0.03113357995122626,0.0004978605276622623,specular,221,-1,-1
0.19510663342270457,-0.02161015163019985,-0.012977285023449903,1.4774872280809255e-07,edge,-1,452,-1
0.02893993520738918,-0.10924608949508513,0.055853492733435865,1.4267259373002964e-07,edge,-1,55,-1
0.19297831251803038,0.19631771618274205,0.00763884388110817,1.4225210003390484e-07,edge,-1,120,-1
0.17975674470660508,0.20849049866674746,0.00763884388110817,1.4223288575447232e-07,edge,-1,349,-1
0.2419392690165275,0.19571484515106333,0.0732468359454441,1.4074301846516224e-07,edge,-1,334,-1
-0.33845489455547695,-0.20956254697171944,-0.018989231510799023,1.3782414064992622e-07,edge,-1,234,-1
0.24384684450823793,0.1939585747501021,0.0732468359454441,1.3531676197659193e-07,edge,-1,464,-1
0.24543788200393268,0.113866758907182,-0.014211233501754544,0.00041033767491478507,specular,26,-1,-1
0.1811490471189739,-0.018740919916375602,-0.009709352419517524,1.3297579207218947e-07,edge,-1,171,-1
-0.2371066032895454,-0.19035268481655168,0.06904358324238467,0.000401977392846882,specular,92,-1,-1
0.25384208054676155,0.33248970560859714,0.03625216539079887,0.00039674891888074834,specular,241,-1,-1
0.2531592693975846,0.17889408986920932,-0.02393665571821108,0.0003958226517961156,specular,200,-1,-1
-0.33282108593899806,-0.20825012182416716,-0.00271039629723961,1.2902376415202817e-07,edge,-1,262,-1
0.13070200181470662,-0.05001609284007089,0.015270747741972417,0.00039287342180800255,specular,60,-1,-1
-0.24331984907976112,-0.1059907010973124,0.04169333393535418,1.244004616337179e-07,edge,-1,283,-1
0.30567045452491964,-0.13045513917232268,-0.021939349529789043,0.000380903954860646,specular,47,-1,-1
-0.32624628774163195,-0.3712650035181612,-0.031133580800586824,0.0003798037045179774,specular,230,-1,-1
-0.3430783989742175,-0.35576807350134027,-0.031133580800586824,0.0003796006946963194,specular,222,-1,-1
-0.4292069235623497,-0.44087241873757177,-0.01666841195273505,1.2286032672812672e-07,edge,-1,233,-1
0.19625581826487193,-0.031877493914950955,-0.020171648434366682,1.2201429828358054e-07,edge,-1,195,-1
-0.24432270268663803,-0.041902906035568094,-0.016048729952106877,1.2151041532201033e-07,edge,-1,411,-1
-0.3151697596482092,-0.1278279344497366,-0.028070709317455967,1.2074121018735652e-07,edge,-1,408,-1
-0.3151697596482092,-0.1278279344497366,-0.03113358249930795,1.2073859859851528e-07,edge,-1,474,-1
-0.12452960399806161,-0.27829030663524107,-0.031133581649947385,0.000367293641306664,specular,232,-1,-1
-0.4292069235623497,-0.44087241873757177,-0.031133581225267104,1.1968545510613525e-07,edge,-1,612,-1
-0.26705362303145724,-0.14707175064278352,-0.031133581649947385,0.0003656278195561094,specular,233,-1,-1
-0.3036547848371179,-0.37417912563647787,0.03794990635534197,0.00036281569323764996,specular,6,-1,-1
-0.2754985840864408,-0.10672120299275902,-0.0026643736951163003,0.00036117638073153397,specular,149,-1,-1
-0.2778276734436294,-0.3516993781974426,-0.03113357995122626,0.0003592284141720534,specular,212,-1,-1
-0.3275719425293185,-0.3059009868781957,-0.03113357995122626,0.000358659864581274,specular,213,-1,-1
-0.01060295972978043,0.1859907589787729,0.0012039820833513295,1.1596753838084566e-07,edge,-1,342,-1
0.1723235317623175,-0.0187274885531076,-0.0023361705811240138,0.0003416156757996841,specular,57,-1,-1
-0.39592008898267145,-0.4300521223414481,0.0065973371490355755,1.1104186062247955e-07,edge,-1,2,-1
-0.30265771027951377,-0.1270268991050305,-0.024339578779679454,1.1067988882339984e-07,edge,-1,409,-1
0.3619507620880283,-0.06121496877455778,-0.013664652142688494,0.00033859871486175054,specular,55,-1,-1
-0.4059472388950012,-0.3660717888028549,-0.03113357995122626,1.0997731067858252e-07,edge,-1,558,-1
-0.35801688461298453,-0.41421771079584124,0.002999001162571638,1.0943819021729584e-07,edge,-1,1,-1
-0.03359407913508996,0.17896805218706296,-0.009709352419517524,1.0853777074337042e-07,edge,-1,202,-1
-0.1252521023689201,-0.25382308265758313,0.04415795066146793,0.000330318238987661,specular,17,-1,-1
0.2714248498503218,0.43384772035425756,0.11537741485818864,1.0690419057177072e-07,edge,-1,715,-1
-0.21814620852415048,-0.3821005680197711,-0.02481992275521526,1.0679708190182942e-07,edge,-1,4,-1
-0.3859652434363758,-0.4361292156333641,-0.0023573578803759467,0.0003249654704427881,specular,0,-1,-1
0.2679759805136678,0.4370230174483518,0.11537741485818864,1.0556542938926881e-07,edge,-1,361,-1
0.24462118784788126,0.21982384451625803,0.047624369486081196,0.00031070799726751707,specular,111,-1,-1
0.12381973424405937,-0.04218192862486266,0.027614359567995975,9.972545443052109e-08,edge,-1,176,-1
-0.08554552291079093,-0.2512498259205367,0.04169333393535418,9.932411673634348e-08,edge,-1,48,-1
-0.21814620852415048,-0.3821005680197711,-0.031133583773348794,9.918238627442848e-08,edge,-1,570,-1
-0.13561090719657137,-0.31875153700835307,0.001747946562521802,9.877942798879909e-08,edge,-1,215,-1
0.21037578192365522,0.14364030524764201,-0.0027503187917971793,0.00029827587802745687,specular,23,-1,-1
-0.23222142786845826,-0.31820112078634366,0.04710697810149465,0.00028868468185561384,specular,14,-1,-1
0.23678599293362945,0.03871659968876876,-0.03113357995122626,9.248346172075696e-08,edge,-1,594,-1
-0.04678691477737941,0.12842729013696041,0.02364805637872724,9.003036622299094e-08,edge,-1,336,-1
0.1862520291654757,0.004750977805582283,0.0012039820833513295,8.850951402808683e-08,edge,-1,115,-1
-0.04793159461111891,0.19294014217177283,-0.016903715830434304,8.72686760383563e-08,edge,-1,199,-1
-0.01920068762504266,0.35178590696374723,-0.021523533174969522,0.00026238964003760925,specular,124,-1,-1
-0.3322266286730595,-0.3376857306990908,0.05473274703101007,8.544168282063252e-08,edge,-1,246,-1
-0.06351599347747124,0.37851349683669483,-0.013664650443967368,0.0002575275322237974,specular,247,-1,-1
-0.019119874364885343,0.43930145773642887,-0.021523514489037127,0.0002564163179229519,specular,125,-1,-1
0.09839856708756307,-0.005968085003720852,0.0383740158667017,0.0002550153316163041,specular,22,-1,-1
-0.1628856330610329,-0.08316726839993677,0.07264349606673441,0.00025420814433259727,specular,97,-1,-1
0.11240323174859727,-0.11658064411378015,-0.012285943746135555,0.00025305032308666744,specular,152,-1,-1
-0.021593287068992804,-0.24696466598091438,-0.016048729952106877,8.118818852518788e-08,edge,-1,188,-1
0.11313105730890888,0.11596799285413141,-0.031133580800586824,0.0002473220430045944,specular,227,-1,-1
0.11220244121270807,0.10117990518903207,-0.03113357995122626,0.00024731494393717235,specular,229,-1,-1
0.10626477895086607,0.1222896136547841,-0.031133580800586824,0.0002472685347586291,specular,228,-1,-1
0.09160361293346421,0.12014475400122103,-0.03113357995122626,0.0002471516782870434,specular,231,-1,-1
0.41345812363872314,0.3030810343738112,0.11537741485818864,7.927394132160701e-08,edge,-1,135,-1
0.12220984349194067,0.14108256717744794,0.02469715002403166,7.82002514413229e-08,edge,-1,131,-1
0.23329466915857858,0.16148388600065872,-0.006874293878597751,0.00023975030288200173,specular,25,-1,-1
0.5198284664792414,0.010365194221947148,-0.024390900967037575,7.724080458504294e-08,edge,-1,154,-1
0.5198284664792414,0.010365194221947148,-0.031133581225267104,7.723665907697864e-08,edge,-1,492,-1
0.41036909439832386,0.3059250298865781,0.11537741485818864,7.700749964890712e-08,edge,-1,330,-1
0.2779372166488418,0.24179700953323544,0.043551700873468324,0.0002304645042069369,specular,44,-1,-1
-0.23340292918133865,-0.06974721266910944,0.02396588455343862,0.0002296680338390999,specular,147,-1,-1
0.13186828598373462,-0.03605637081920375,0.02364805637872724,7.372444402060428e-08,edge,-1,109,-1
-0.10161716086173209,-0.3121202461411997,-0.024339578779679454,7.316285032094923e-08,edge,-1,183,-1
0.03934346821166528,0.17882015473089377,0.0068953357273554795,0.0002197781533627261,specular,114,-1,-1
0.2034477312705635,-0.011850802130721918,-0.01678184193256457,0.00021409554688568943,specular,151,-1,-1
0.10362040015768977,0.05408988446626511,0.034473259530825244,0.00021383123019014857,specular,21,-1,-1
-0.03760445394526807,0.1926415069977107,-0.009709352419517524,6.897632314294368e-08,edge,-1,200,-1
-0.21948199788207848,-0.37681933237056714,-0.019849198888830303,0.00020470110800346485,specular,1,-1,-1
0.0655742560494417,-0.1856912105831886,-0.010452747608315292,6.627768688982761e-08,edge,-1,187,-1
-0.3319604254827471,-0.1946694885333209,-0.011163834820005625,0.00020052795985082581,specular,87,-1,-1
0.23088890632461817,0.03086938844594742,-0.01719659488795882,6.505742219151484e-08,edge,-1,204,-1
0.13054517927773807,0.13340841782088544,0.02469715002403166,6.453802653268587e-08,edge,-1,106,-1
-0.13476751254185154,-0.3130286678406471,0.018026781776081215,6.237334235523169e-08,edge,-1,36,-1
-0.18091993772854234,-0.3546013238827236,-0.018989231510799023,6.071548619214253e-08,edge,-1,5,-1
0.24465122803228465,0.2590760101274889,-0.006271581252664081,6.011218007273414e-08,edge,-1,89,-1
-0.23047688883559755,0.10283749008486269,-0.026740277725961378,0.00018371719481448506,specular,172,-1,-1
-0.32572674407737806,-0.2879447571323875,0.03789545724707,0.00018170909072780242,specular,86,-1,-1
0.003869844444855275,0.12484692279789372,0.026137456596718008,0.00018113321373063257,specular,112,-1,-1
-0.16981871872354393,0.16522879911229618,-0.015271221045644061,0.00017465619455153388,specular,138,-1,-1
0.33949542527158283,0.2876301600841755,0.0561885298025206,5.643585883046798e-08,edge,-1,101,-1
-0.009196084838226783,0.500140448218807,-0.024390900967037575,5.5968110738501256e-08,edge,-1,435,-1
-0.009196105222880302,0.500140448218807,-0.031133581225267104,5.59650985215618e-08,edge,-1,480,-1
0.5068437887263674,-0.03239354161112634,-0.022703723075140167,5.4814037010269956e-08,edge,-1,156,-1
0.1302348764376177,0.2648505747765206,-0.031133581225267104,5.378218830669037e-08,edge,-1,546,-1
-0.06872604761530586,-0.2184428664693633,0.05075837576575038,0.00016489674561184106,specular,16,-1,-1
0.3406768790202717,0.2865424349723698,0.0561885298025206,5.355328113886271e-08,edge,-1,103,-1
0.17822660126713674,-0.036301574843629024,-0.011790348652324834,0.00016345307948394802,specular,150,-1,-1
-0.3736414293557226,-0.27607005094319353,-0.027945433730530152,0.0001603932849215326,specular,184,-1,-1
0.5068437887263674,-0.03239354161112634,-0.03113357740314457,5.179284346764587e-08,edge,-1,508,-1
0.07101633425916032,0.14491670476690124,0.02060149771457544,0.00015860901233283488,specular,113,-1,-1
0.11556645688100509,0.25180243959724,-0.00912136982915317,5.150580784958413e-08,edge,-1,304,-1
-0.07405654362910045,0.502427769420934,-0.022703723075140167,5.119239421855149e-08,edge,-1,386,-1
0.1075634750342729,0.19838240299401255,0.004135742872486386,0.00015446163695370202,specular,115,-1,-1
0.21338386030748593,0.18007443605172366,0.05492390496875066,0.00015438955745559848,specular,154,-1,-1
-0.40395875671347137,-0.4641178137628031,-0.01666841195273505,4.9951864678711194e-08,edge,-1,0,-1
0.01908000570404414,0.23915339516456613,-0.03113357995122626,4.9180510360944963e-08,edge,-1,528,-1
-0.4334252694026192,-0.4538990209278511,-0.02511241280560177,0.00014875408343217896,specular,204,-1,-1
-0.07405654362910045,0.502427769420934,-0.03113357740314457,4.803859127922539e-08,edge,-1,622,-1
0.22549728777660563,0.09829671508371025,-0.00746153497719033,0.0001470284517682015,specular,24,-1,-1
-0.15542164778353632,0.08864237415407657,-0.010107323708901762,0.0001433847652996785,specular,141,-1,-1
-0.10138373109811578,-0.3246557684384229,-0.03113358249930795,4.6717383894165494e-08,edge,-1,532,-1
-0.10138373109811578,-0.3246557684384229,-0.028070709317455967,4.6716370220323174e-08,edge,-1,184,-1
0.3048913904392654,-0.11406475743598293,-0.01770932583113445,0.00013873307614417456,specular,63,-1,-1
-0.27049445741718225,-0.3973770923678535,-0.009030886598982492,0.00013565147121280457,specular,7,-1,-1
0.41598573913653925,0.024744100736947643,-0.03113358249930795,4.348695188146625e-08,edge,-1,522,-1
0.41598573913653925,0.024744090544620883,-0.02439090224107842,4.348019433991946e-08,edge,-1,145,-1
0.28516947767873324,0.013798657856703731,-0.031133581225267104,4.3475569018831445e-08,edge,-1,498,-1
0.28516947767873324,0.013798657856703731,-0.02439093026997701,4.346888622382513e-08,edge,-1,147,-1
-0.1388429042044304,-0.33722291752558187,-0.011791876651978242,4.296613018562895e-08,edge,-1,30,-1
-0.12543189501296295,0.10238860217778929,-0.010107322010180634,0.0001276876882095713,specular,142,-1,-1
0.2417418793203338,0.2541855584785824,-0.0033104593428960154,4.125916419515218e-08,edge,-1,91,-1
-0.40395875671347137,-0.4641178137628031,-0.031133581225267104,4.0953417348086244e-08,edge,-1,606,-1
0.25330066414928104,0.12432969618925645,-0.02168911601678809,0.0001236175139426367,specular,199,-1,-1
0.3061062104683236,-0.13609610959707147,-0.02674027602724025,0.00012055454180041345,specular,194,-1,-1
0.27587011765357144,-0.04048147267927893,-0.031133580800586824,0.00011976463556944183,specular,218,-1,-1
-0.06307118674790461,0.2715738378029122,-0.031133580800586824,0.00011847081437771587,specular,219,-1,-1
